Word;Freq_HAL;I_Mean_RT;I_Zscore
algebraic;936;813;0.06
algebraically;72;975.33;0.61
algeria;1251;846.69;-0.02
algerian;500;804.53;0.05
algerians;84;823.27;0.17
algorithm;10946;932.86;0.67
alias;22466;813.35;-0.14
alibi;333;731.89;-0.07
alibis;63;921.67;0.68
alice;5711;646.64;-0.46
alicia;1099;763.03;-0.07
alien;21215;565.21;-0.72
alienable;4;815.1;0.16
alienate;565;815.12;-0.01
alienated;635;795.35;0
alienates;93;802.2;0.05
alienation;462;784.06;0.16
aliens;11773;702.94;-0.36
alight;112;815.53;0.32
align;1452;673.96;-0.36
aligned;1769;715.34;-0.28
aligning;335;869.72;0.12
alignment;4132;697.56;-0.24
alignments;464;785;-0.01
alike;5595;646.06;-0.47
aliment;8;886.62;0.4
alimony;311;856.52;0.19
alive;19998;603.16;-0.61
alkali;107;878.64;0.31
alkaline;757;793.87;0.07
alkalis;6;1046;45170
all;1699638;592.33;-0.55
allah;8033;779.44;0.09
allan;4935;798.1;0.06
allay;142;745.36;0.02
allegation;1011;762.11;-0.15
allegations;4126;826.16;0.12
allege;516;795;0.33
alleged;7788;712.74;-0.2
allegedly;4412;875.28;0.33
allegiance;1343;789.7;0.06
allegiances;64;873.03;0.33
alleging;476;799.93;0.08
allegoric;4;915.84;0.52
allegorical;237;951.33;0.57
allegory;505;734.56;-0.03
allegretto;26;888.63;0.1
allegro;660;708.67;-0.01
alleluia;66;1131.5;12055
allen;14718;699.69;-0.24
allen's;342;655.57;-0.37
allergen;115;868.92;0.32
allergic;1965;643.33;-0.42
allergies;1840;673.03;-0.49
allergy;2765;739.86;-0.21
alleviate;1410;788.48;-0.06
alleviating;206;834.96;0.26
alleviation;95;820.93;0.33
alley;3011;644.33;-0.52
alleys;238;690.71;-0.25
alleyway;88;764.28;0.07
alleyways;63;862.8;0.29
alliance;9893;700.94;-0.37
alliances;1387;720.97;-0.37
alliance's;110;807.3;-0.01
allied;3392;684.88;-0.45
allies;4984;655.91;-0.28
alligator;723;637.97;-0.51
alligatored;1;1061.23;1
allison;3144;765.65;-0.11
allison's;156;662.25;-0.29
alliterate;10;926.48;0.29
alliteration;109;893.89;0.42
alliterative;69;1108.67;13516
allocable;0;1144.21;0.9
allocate;3320;694.07;-0.26
allocated;17925;697.1;-0.29
allocation;4216;781.73;-0.04
allocations;700;844.34;-0.11
allopathic;119;955.38;0.63
allopathy;55;890.5;0.55
allot;479;837.33;0.19
alloted;173;781.94;-0.06
allotment;328;815.62;0.36
allotments;58;923.11;0.76
allotted;472;711.97;-0.12
allotting;162;743.43;0.02
allow;76957;591.38;-0.59
allowable;938;792.75;-0.17
allowance;1448;666.73;-0.44
allowances;600;666.03;-0.4
allowed;44517;643.84;-0.49
allowing;16704;723.85;-0.35
allows;43222;637.87;-0.53
alloy;1454;698.43;-0.3
alloys;794;677;-0.26
allspice;107;831.37;0.24
alluded;700;772.33;-0.11
alludes;261;765.41;-0.17
alluding;307;842.14;0.02
allure;247;689.94;-0.43
allurement;0;879.26;0.35
alluring;175;707.07;-0.37
allusion;408;639.67;-0.49
allusions;378;760.87;-0.12
allusive;11;747.14;-0.05
allusiveness;0;970.04;0.56
ally;2857;737.12;-0.28
almanac;1374;733.74;-0.14
almighty;1923;726.87;-0.09
almond;645;714.94;-0.22
almonds;452;652.52;-0.44
almost;111601;605.94;-0.7
alms;134;709.81;-0.18
aloe;304;685.53;-0.38
aloes;11;1082.18;0.43
aloft;282;719.58;-0.19
alone;51000;571.5;-0.73
aloneness;22;728.39;0.01
along;92602;592.33;-0.65
alongside;2364;764.6;-0.2
aloof;368;702.15;-0.3
aloofness;84;813.78;0.27
aloud;1270;664.53;-0.41
alp;513;799.52;0.05
alpha;36445;671.62;-0.42
alphabet;2867;659.15;-0.42
alphabetic;787;821.91;0.2
alphabetical;1748;828.36;0.14
alphabetized;190;784.53;-0.07
alpine;2682;739.9;-0.11
alps;805;708.32;-0.27
already;146289;568.42;-0.78
alright;6035;597.87;-0.53
al's;941;697.5;-0.33
also;782967;570.78;-0.69
altar;3404;592.66;-0.62
altarpiece;4;1046.27;0.8
alter;7920;587.52;-0.61
alteration;2475;757.63;-0.04
alterations;1111;812.09;0.08
altercate;1;1056.15;0.82
altercation;147;957.12;0.59
altered;5171;684.15;-0.37
altering;1830;709.58;-0.36
alterman;40;901.83;0.24
alternate;10657;744.19;-0.19
alternated;190;904.52;0.29
alternately;1701;796;-0.04
alternating;1312;782.31;-0.15
alternation;131;799.4;0
alternative;30931;685.67;-0.29
alternatively;5188;781.44;0
alternatives;8629;770;-0.13
alternator;873;856.83;0.21
alters;983;726.77;-0.24
although;109965;767.76;-0.28
altitude;3730;823.25;0.19
alto;5834;759.21;-0.12
altogether;5416;773.17;-0.17
altruism;542;857.43;0.2
altruist;50;815.87;0.19
altruistically;18;1192.04;11324
alum;506;724.73;0.1
aluminium;978;755.3;0.01
aluminum;6380;815.6;-0.02
alumnae;48;930.64;0.51
alumni;2572;725.13;-0.18
alveolar;45;1228.6;31048
alveoli;14;942.11;0.41
alveolus;1;892.86;0.69
always;200870;594.7;-0.69
am;547593;747.31;-0.17
amalgamate;26;830.78;0.89
amalgamated;125;919.36;0.51
amalgamation;103;1032.41;45047
amass;272;885.4;0.41
amassing;98;896.94;0.62
amateur;12735;697.79;-0.45
amateurish;206;1047.71;0.96
amateurishness;5;1215.33;15342
amateurs;1918;669.68;-0.22
amatory;2;888.14;0.88
amaze;803;596.32;-0.7
amazed;5473;630.91;-0.52
amazement;1163;624.22;-0.48
amazing;25096;679.14;-0.5
amazingly;2716;639.68;-0.31
amazon;1480;653.53;-0.57
amazonian;86;895.61;0.34
amazons;402;652.64;-0.45
ambassador;5102;790.37;-0.15
ambassadors;953;783.43;-0.05
ambassador's;159;828.69;0.12
amber;2653;613;-0.63
ambiance;216;891.65;0.34
ambidextrous;168;993.04;0.85
ambience;408;746.97;0.08
ambient;2798;836;0.07
ambiguities;349;950.89;0.6
ambiguity;1279;804.24;0.08
ambiguous;2537;837.97;0.04
ambition;1258;698.03;-0.35
ambitions;832;798.06;-0.14
ambitious;1803;765.19;-0.21
ambitiously;9;807.93;0.34
ambivalence;185;810.88;0.25
ambivalent;278;816.1;0.24
amble;52;661.87;-0.44
ambled;51;792.91;0.11
ambling;39;691.29;-0.18
ambrose;1410;910.32;0.4
ambrosia;486;775.39;-0.13
ambrosial;7;1047.45;1
ambulance;1400;863.5;0.01
ambulances;189;793.57;-0.01
ambulatory;128;861.14;0.36
ambuscade;3;743.33;0.54
ambush;1823;691.73;-0.16
ambushed;317;789.81;0.11
ambushes;100;887.38;0.25
amelia's;11;716.4;-0.06
ameliorate;165;925.27;0.45
amen;2688;614.61;-0.56
amenable;501;994.22;0.61
amend;2300;745.76;0.01
amendable;28;912.86;0.34
amended;3589;719.13;-0.13
amending;375;716.18;-0.12
amendment;28203;805.64;0.02
amendments;3038;771.97;0.04
amendment's;239;818.17;0.35
amenity;34;907.17;0.54
america;78729;658.74;-0.47
american;119723;643.67;-0.48
americana;640;835.96;0.24
americanize;20;1012.79;0.93
americans;30950;591.74;-0.62
american's;412;666.12;-0.27
americas;2905;770.55;0
america's;5934;659.94;-0.4
amethyst;549;848.26;0.16
amiable;302;724.7;-0.05
amicable;175;792.08;0.23
amicably;89;785.87;0.23
amid;963;795.03;0.05
amide;48;888.62;0.05
amidst;693;888.37;0.21
amigo;1201;881.09;0.12
amino;1624;876;0.41
amiss;385;679.31;-0.18
amity;121;817.63;0.12
ammo;5933;797.59;-0.08
ammonia;1228;796.13;-0.04
ammonium;511;887.9;0.64
ammunition;3018;824.33;0.08
amnesia;2567;701.27;-0.24
amnesty;3521;759.15;-0.04
amoeba;479;754.78;0
amok;547;740.78;0.39
among;60232;670.41;-0.35
amongst;7083;770.31;-0.01
amoral;330;971.19;0.51
amorality;60;906.69;0.66
amorist;0;766.4;0.06
amorous;277;991.75;0.45
amorphous;454;795.5;0.3
amorphously;3;1128.69;0.98
amortization;138;977.57;14246
amortize;45;694.38;0.06
amory;156;856.95;0.1
amount;61858;644.88;-0.59
amounted;689;809.88;0.2
amounting;246;892.23;0.27
amounts;13100;672.35;-0.5
amour;151;857.43;0.13
amp;8909;730.88;-0.18
ampere;58;1010.18;0.59
ampersand;230;971.5;0.45
amphetamine;321;886.48;0.78
amphetamines;233;1170.61;42736
amphibian;344;833.11;0.36
amphibious;343;965.92;0.54
amphitheater;187;898.63;0.41
ample;2593;695.28;-0.24
amplification;758;811.93;0.11
amplified;1243;727.53;-0.26
amplifier;2898;766.97;-0.15
amplifiers;1395;743.63;-0.05
amplify;529;625.13;-0.59
amplifying;142;773.87;-0.1
amplitude;1226;694;-0.17
amply;395;761.76;0.06
amputate;121;801.81;0.23
amputated;273;801.23;0.25
amputation;200;813.74;0.13
amputee;196;887.82;0.24
amsterdam;5332;920.59;0.17
amuck;148;965.33;0.31
amulet;5056;783.91;0.22
amulets;133;886.05;0.25
amuse;644;749.36;-0.41
amused;2272;634.23;-0.47
amusedly;25;1146.04;0.76
amusement;2171;782.1;-0.11
amusements;154;864.77;0.2
amusing;5616;640.34;-0.38
amusingly;130;844.4;0.33
amy;8061;615.62;-0.56
an;1578013;648.62;-0.61
anachronism;388;931.17;0.55
anachronisms;91;1041.38;42370
anachronistically;8;1122.5;0.96
anaconda;164;828.69;0.14
anacondas;15;1000.63;0.67
anaconda's;0;1051.71;0.66
anaerobic;613;1088.85;0.9
anaesthetic;179;950.38;0.82
anaesthetize;1;1050.94;44927
anagram;717;802.34;0.23
anal;4820;689.9;-0.39
analeptic;0;1005;45047
analogies;826;771.2;-0.19
analogous;1989;789.52;0.04
analogy;6964;657.61;-0.29
analysed;355;758.83;-0.05
analyses;2863;783.03;0.02
analysis;47575;684.91;-0.39
analyst;16990;745.5;-0.27
analysts;7803;784.23;-0.01
analyst's;44;778.91;-0.1
analytic;1135;796.18;0
analytical;4388;832.94;0.02
analytically;141;879.07;0.42
analyzable;13;1069.05;0.89
analyze;5402;573.06;-0.65
analyzed;2191;642.59;-0.41
analyzer;1606;793.27;0
analyzes;621;744.33;-0.21
analyzing;2450;656.82;-0.45
anarchic;251;987.89;0.63
anarchical;10;1148.46;45047
anarchism;464;948.92;0.37
anarchist;1747;790.32;0.01
anarchy;3489;747.41;-0.26
anatomic;75;837.88;0.36
anatomical;446;853.42;0.27
anatomically;197;1039.94;0.98
anatomy;2322;721;-0.33
ancestor;1996;662.33;-0.43
ancestors;5400;701.03;-0.26
ancestral;4085;816.73;0.17
ancestry;1972;721.19;-0.21
anchor;2766;610.52;-0.67
anchorage;1671;754.79;0.13
anchored;610;678.42;-0.47
anchoring;162;760.94;-0.1
anchorman;42;941.1;0.48
anchors;616;669.69;-0.41
anchovy;73;992.6;0.61
ancient;18204;624.09;-0.58
anciently;14;824.11;0.28
ancients;2495;814.91;-0.02
ancillary;583;783;0.35
and;10715411;631.74;-0.6
andante;50;876;0.51
andean;246;867.8;0.56
andersen;2144;777.61;0.31
andover;615;879.29;0.49
andre;5275;750.26;-0.17
andrea;5085;686.18;-0.4
andrew;39188;604.16;-0.58
androgynous;297;772.53;0.09
andy;20181;737.45;-0.34
andy's;414;646;-0.47
anecdotal;1774;859.75;0.21
anecdote;850;781.48;0.03
anecdotes;1260;806.88;0.33
anemia;880;834.55;0.03
anemic;303;807.14;0.31
anemone;122;791.33;0.35
anesthetic;459;900.87;0.56
anesthetically;0;1118.62;44986
anesthetics;168;925.16;0.56
anesthetized;68;1024.76;0.86
anew;657;758.69;-0.1
angel;18184;636.56;-0.61
angelic;2815;773.2;-0.07
angelica;281;775.52;-0.05
angelina;128;897.55;0.35
angelo;1061;730.78;-0.08
angelo's;14;772.66;0.1
angels;7176;621.15;-0.65
angel's;246;652;-0.44
anger;8608;604.24;-0.59
angered;672;697;-0.32
angie;1050;675.06;-0.29
angle;10577;620.94;-0.61
angler;246;732.28;-0.17
angles;3573;635.97;-0.44
anglican;481;888.56;0.2
anglicanism;17;1148.8;0.97
anglicans;113;823.1;0.21
anglicism;1;955.11;0.96
anglicize;10;954;0.66
angling;309;927.08;0.47
anglophile;92;1319.36;44927
anglophilia;8;1416.17;33604
anglophobe;13;937;0.49
anglophobia;6;1074.7;0.91
angola;598;832.52;0.25
angora;91;910;0.45
angriest;42;975.83;0.6
angrily;680;706.41;-0.21
angry;13441;559.97;-0.81
angst;2000;689.21;-0.04
anguish;975;810.09;-0.19
anguished;146;847.97;0.05
angular;1434;855.97;0.16
anhydrous;93;894;44958
anhydrously;0;1125;22647
animal;24745;619.88;-0.54
animalism;185;874.72;0.33
animals;25826;643.91;-0.59
animal's;408;668.59;-0.35
animate;9291;690.32;-0.32
animated;4987;717.15;-0.29
animation;14638;748.18;-0.09
animism;34;1098.77;0.66
animosity;657;841.23;0.35
anion;69;781.14;0
anionic;6;1203.88;18629
aniseed;12;753.25;0.66
anita;1615;736.06;-0.22
ankle;2699;637.39;-0.59
ankles;2759;658.48;-0.54
anklet;29;677.9;-0.35
ann;13837;549.19;-0.7
anna;4330;680.55;-0.46
annals;621;847.85;0.16
annapolis;1080;800.08;0.12
anne;10129;619.68;-0.58
anne's;478;655.37;-0.37
annex;1296;694.81;-0.31
annexation;429;866.14;0.5
annie;2427;725.09;-0.3
annihilate;300;1044.57;0.77
annihilation;784;929.21;0.26
anniversaries;319;900.14;0.52
anniversary;6164;847.18;0.05
annotate;184;815.97;0.19
annotation;494;948.54;0.45
announce;10018;643.53;-0.37
announced;21360;712.88;-0.32
announcement;12319;746.41;-0.09
announcements;10386;824.28;0.24
announcer;1146;690.43;-0.26
announcers;549;763.35;-0.11
announcer's;55;825.55;0.09
announces;3448;770.26;-0.08
announcing;3628;772.91;-0.01
annoy;3874;650.03;-0.48
annoyance;1402;757.1;-0.11
annoyances;249;843.45;0.26
annoyed;3693;725.37;-0.14
annoying;13329;631.94;-0.44
annoys;1462;725;-0.07
ann's;418;671.53;-0.45
annual;23577;723.17;-0.23
annually;2741;755.44;-0.23
annuity;328;793.91;0.26
annul;91;986.14;0.81
annulment;102;1070.21;0.8
annum;411;1120;19360
annunciated;2;970.31;0.56
annunciation;55;996.75;0.69
anode;241;754.87;0.28
anodes;32;831.6;0.3
anoint;61;823.58;0.27
anointment;3;1081.14;44958
anomalies;1051;984.05;0.73
anomalous;689;896.15;0.61
anomaly;2010;863.67;0.55
anomic;2;860.07;0.41
anomie;35;755.14;0.31
anon;18879;767.38;0.21
anonymity;2086;1094.92;0.71
anonymous;60353;737.69;-0.13
anorexia;351;888;0.24
another;286263;608.34;-0.69
another's;1466;671.24;-0.34
answer;109246;572.1;-0.73
answerable;238;718.1;-0.09
answered;17937;698.74;-0.39
answering;9440;699.52;-0.26
answers;39376;634.69;-0.53
ant;2773;592.87;-0.61
antacid;34;758.85;0.08
antagonism;314;946.33;0.28
antagonisms;36;844.19;0.35
antagonist;357;808.03;-0.1
antagonistic;445;955.9;0.36
antagonists;350;835.3;0.01
antagonize;190;790.67;0.11
antarctic;1537;985.43;0.3
antarctica;844;856.31;0.23
ante;2748;877.33;0.3
anteater;71;952.94;0.97
antecede;2;886.96;0.52
antecedent;256;818;0.38
antecedents;215;920.13;0.48
antechamber;20;946.31;0.96
antedate;6;988.09;0.78
antelope;511;711.13;-0.22
antenna;6646;726.36;-0.17
antennae;417;853.07;0.31
antennas;1768;775.93;0.08
anterior;839;805.79;-0.01
anteriors;8;887.35;0.38
anteroom;33;953;0.42
anthem;1330;748.55;-0.2
anthems;156;755.28;-0.04
anthill;57;835.96;0.15
anthologize;4;1129.53;44958
anthology;2098;813.57;-0.1
anthony;13191;666.9;-0.3
anthony's;260;705.09;-0.23
anthrax;469;725;-0.17
anthropocentric;41;1062;45078
anthropoid;21;927.59;0.46
anthropological;783;819.27;0.48
anthropologist;724;902.71;0.24
anthropologists;463;903.63;0.27
anthropology;2428;882.58;0.17
anthropomorphic;309;1207.65;13150
anthropomorphism;60;1273.08;12055
antiaircraft;67;1273.13;45108
antibiotic;722;836.26;0.08
antibiotics;1621;788.84;0.01
antibodies;1330;657.47;-0.29
antibody;1101;744.15;-0.22
antic;156;711.64;-0.19
anticipate;2091;764.79;-0.12
anticipated;3851;683.03;-0.33
anticipates;191;763.52;-0.1
anticipating;978;765.57;-0.12
anticipation;2742;818.94;-0.01
anticipations;22;811.88;0.13
anticipatory;49;963.29;0.57
anticlerical;6;1307.67;19725
anticlimax;25;1057.05;0.86
anticoagulation;5;1151.19;17168
antics;990;827;0.05
antidote;404;758.59;-0.03
antietam;132;824;0.62
antifreeze;244;799.18;0
antifundamentalist;0;1275.25;23012
antigua;427;923.5;44927
antihero;29;1069.26;0.95
antihistamine;156;1015.53;0.75
antimatter;707;957.33;0.74
antipathy;166;862.92;0.34
antipersonnel;31;1063.8;45017
antiquary;2;844.82;0.59
antiquate;1;907.72;0.54
antiquated;449;926.95;0.52
antique;3346;679.52;-0.33
antiques;1089;692.14;-0.3
antiquities;5607;831.58;0.36
antiquity;966;826.04;0.22
antiseptic;208;831.9;0.22
antiserum;8;1523.75;27760
antislavery;8;884.97;0.48
antisocial;528;939.86;0.33
antisubmarine;15;1509.85;23377
antitank;55;1109.4;46388
antithesis;392;863.11;0.52
antithyroid;2;1158.36;19725
antitoxin;36;1049.1;46753
antitrust;579;918.03;0.23
antler;85;789.19;-0.1
antoine;1009;898.06;0.39
antoine's;15;791.19;0.24
antoinette;396;957.21;0.73
antonio;7646;724.61;-0.28
antonym;73;835.08;0.17
ants;4321;547.89;-0.77
anus;2067;797.15;-0.03
anvil;894;772.76;-0.09
anxieties;319;921.76;0.26
anxiety;2664;608.7;-0.59
anxious;2734;598.76;-0.68
anxiously;751;775.42;-0.08
any;1138564;647.19;-0.56
anybody;69155;658.35;-0.39
anybody's;1024;648.94;-0.43
anyhow;5535;859.62;0.23
anymore;26212;670.13;-0.37
anyone;398422;719.75;-0.36
anyone's;4297;785.56;-0.17
anyplace;652;794.68;0.03
anything;214704;659.59;-0.43
anyway;96987;602.24;-0.58
anyways;8332;672.79;-0.48
anywhere;34991;646.44;-0.41
aorta;3177;798.3;0.25
apache;1360;789.52;0.02
apaches;97;822.12;0.29
apart;22038;617.97;-0.62
apartheid;631;914.17;0.31
apartment;8965;637.47;-0.52
apartments;1368;702.88;-0.34
apathetic;466;816.57;0.11
apathy;1017;654.1;-0.38
ape;3850;620.38;-0.6
aperitif;13;887.33;0.9
aperture;1826;800.41;0.06
apex;1099;681.21;-0.27
aphasia;56;862.56;0.4
aphid;57;857.67;0.32
aphorism;108;729.56;0.09
aphrodisiac;350;798.55;0.13
aphrodite;213;971.03;0.5
apiary;22;1029.5;42736
apiculture;17;1075.6;0.48
apiece;1034;857.54;0.21
apocalypse;2208;932.88;0.62
apocalyptic;494;919.13;0.61
apogee;2070;779.4;0.66
apollo;3978;593.03;-0.56
apollonian;8;918.7;0.51
apollo's;199;628.18;-0.47
apologetic;339;842.39;0.18
apologetically;69;1099.36;45170
apologies;7763;761.41;-0.2
apologist;535;734.91;0.02
apologize;10435;722.17;-0.41
apologized;1343;690.65;-0.36
apology;4124;678.94;-0.45
apoplexy;42;694;0.3
apostle;1235;699.65;-0.31
apostles;1446;787.3;-0.08
apostolic;426;890;0.4
apostrophe;456;945.94;0.36
apothecary;35;905.15;0.4
appal;9;979.23;0.8
appalachian;899;823.47;0.14
appalachians;96;852.57;0.28
appalled;980;806.58;-0.03
appalling;1032;700.57;-0.14
appallingly;102;954.14;0.51
apparatus;2531;781.03;0.01
apparel;578;675.72;-0.37
appareled;0;982.38;0.86
apparency;38;758.29;0.04
apparent;10467;620.19;-0.49
apparently;41745;725.85;-0.35
apparition;300;894.43;0.38
appeal;11721;568.39;-0.74
appealed;1357;695.71;-0.29
appealing;3086;620.71;-0.56
appeals;4721;719.03;-0.32
appear;46487;599.53;-0.67
appearance;12998;654.06;-0.46
appearances;3373;714.13;-0.17
appeared;21332;663.06;-0.5
appearing;5677;702.47;-0.39
appears;41932;584.18;-0.66
appease;785;735.59;-0.28
appeased;79;740.16;-0.16
appeasement;206;880.88;0.32
appeasing;78;866.91;0.03
appellant;191;915.67;0.58
appellate;571;907.48;0.62
append;2586;717.55;-0.2
appendage;220;865.86;0.15
appendages;194;763.18;0.17
appendectomy;48;1010.15;0.86
appended;1915;866.24;0.09
appendicitis;72;890.55;0.73
appendix;6192;648.62;-0.31
appendixes;48;764.66;-0.12
appetite;1813;678.8;-0.38
appetites;269;788;-0.05
appetizer;184;682.09;-0.37
appetizing;66;821.03;0.09
applaud;1303;707.06;-0.22
applauded;477;761.94;-0.1
applauding;168;735.06;-0.22
applause;3313;611.38;-0.51
apple;65844;618.53;-0.83
apples;3982;621.53;-0.66
appliance;816;697.38;-0.4
appliances;1171;669.76;-0.36
applicable;7829;739.7;-0.17
applicant;3858;600.38;-0.47
applicants;8970;680.61;-0.43
application;87255;701.18;-0.32
applications;86618;706.7;-0.25
applicator;90;738.84;-0.04
applied;23252;671.64;-0.5
applies;13235;660.73;-0.32
apply;45131;615.56;-0.63
applying;8147;623.38;-0.48
appoint;1079;803.66;-0.06
appointed;4848;628.88;-0.44
appointee;230;835.24;0.34
appointees;362;856.42;0.22
appointing;287;722.39;-0.31
appointment;4706;740.18;-0.31
appointments;1578;702.19;-0.29
appoints;156;932.7;0.17
apportion;63;772.57;0.16
apportioned;125;782.28;0.24
apportionment;83;960.3;0.9
apportionments;1;1189.5;18629
appraisal;772;738.31;-0.08
appraisals;248;860.48;0.2
appraise;144;684.68;-0.32
appraised;281;667.21;-0.3
appraisers;98;788.31;0.09
appraising;88;718.47;-0.15
appraisingly;20;968.03;0.66
appreciable;531;840.88;0.2
appreciably;299;832.1;0.25
appreciate;49973;776.06;-0.15
appreciated;60385;750.35;-0.21
appreciates;668;842.23;0.06
appreciating;437;822.48;0.14
appreciation;4328;802.68;0
appreciations;33;851.59;0.36
appreciative;1509;789.39;0.19
appreciatively;86;1096.69;0.76
apprehend;252;786.64;-0.07
apprehended;282;821.88;0.02
apprehension;550;790.89;0
apprehensions;96;928.03;0.37
apprehensive;390;932.84;0.23
apprehensively;26;819.44;0.17
apprentice;2579;746.84;-0.12
apprenticed;78;779.75;0.32
apprentices;238;908.61;0.33
apprenticeship;304;977.38;0.67
apprise;53;731.16;-0.2
approach;34189;667.09;-0.5
approachable;167;915.41;0.25
approached;4691;726.29;-0.28
approaches;7852;664.39;-0.44
approaching;4386;659.36;-0.37
approbate;0;808.71;0.51
approbation;74;882.56;0.68
appropriate;52628;722.55;-0.18
appropriated;532;861.94;0.29
appropriately;3115;880.47;0.44
appropriateness;654;1178.23;44927
appropriates;42;966.8;0.61
appropriating;130;949.52;0.76
appropriation;507;920.8;0.44
appropriations;1034;938.65;0.57
approval;10239;598.69;-0.59
approve;4965;668.22;-0.45
approved;12049;730.71;-0.47
approves;641;695.06;-0.42
approving;507;647.97;-0.48
approvingly;102;866.9;0.13
approximate;3680;802.44;-0.03
approximated;569;859.97;0.13
approximately;16142;749.97;0.06
approximation;2162;745.63;-0.13
approximations;525;923.77;0.29
apricot;286;733.97;-0.16
april;36958;663.72;-0.45
apron;540;784.13;-0.27
aprons;76;734.82;-0.23
apropos;442;979.67;0.76
apse;13;1046.75;45017
apt;3778;762.9;-0.11
aptitude;624;866.59;0.29
aptitudes;107;857.59;0.26
aptly;893;750.86;0.01
aptness;13;884.82;0.31
aqualung;66;690.43;0.01
aquamarine;84;711.24;-0.06
aquanaut;51;1234.17;45108
aquaplane;0;1262.64;42370
aquarium;2949;788.4;-0.08
aquarius;934;817.38;0.04
aquatic;1372;734.38;-0.12
aqueduct;60;790.64;0.05
aqueducts;17;876.36;0.33
aqueous;389;916.36;0.48
aquinas;359;869.33;0.5
aquisition;305;827.47;0.21
arab;7193;734;-0.18
arabesque;68;857.27;0.57
arabia;2526;727.59;0.02
arabian;8409;639.56;-0.37
arabians;1086;820.65;-0.04
arabic;4165;692.48;-0.28
arabs;3587;655.29;-0.41
arachnid;159;1066.15;0.81
arbiter;519;722.07;-0.01
arbitrarily;1678;969.38;0.84
arbitrary;7685;834.77;0.08
arbitrate;121;954.59;0.43
arbitrated;40;982.43;0.76
arbitration;1620;983.67;0.74
arbitrator;234;918.22;0.27
arbor;3762;644.13;-0.38
arboreal;64;1127;25204
arboretum;544;983;42005
arc;7835;622.94;-0.55
arcade;7861;678.18;-0.36
arcades;2565;771.55;-0.06
arcadia;798;985;0.52
arcane;1354;844.71;0.17
arch;3721;606.52;-0.58
archaeological;1018;1038.26;45170
archaeologist;2132;1001.62;0.63
